Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,854620,-,-,-,25.81,15.42,0,535,2,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Fill Flag,Relative Humidity,Pressure,Wind Speed,Wind Direction,Surface Albedo,Ozone,DNI,DHI,GHI,Solar Zenith Angle,Precipitable Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,15,30,0,9.22,956,2.1,96,0.36,0.25,317,171,279,69.98,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,16,30,0,11.65,956,2.2,95,0.36,0.251,38,53,58,83.11,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,17,30,0,12.29,957,2.7,99,0.36,0.252,0,0,0,96.67,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,18,30,0,12.58,958,3.3,103,0.36,0.252,0,0,0,110.16,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,19,30,0,13.03,958,3.9,105,0.36,0.252,0,0,0,123.49,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,20,30,0,13.97,958,4.3,104,0.36,0.251,0,0,0,136.36,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,21,30,0,15.2,958,4.4,103,0.36,0.251,0,0,0,148.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,22,30,0,16.55,958,4.4,102,0.36,0.251,0,0,0,156.59,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,23,30,0,17.37,958,4.4,102,0.36,0.251,0,0,0,157.91,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,0,30,0,18.9,957,4.5,102,0.36,0.251,0,0,0,150.99,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,1,30,0,20.6,957,4.3,103,0.36,0.252,0,0,0,139.92,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,2,30,0,22.45,958,4.3,104,0.36,0.252,0,0,0,127.28,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,3,30,0,24.57,958,4.3,106,0.36,0.252,0,0,0,114.04,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,4,30,0,26.06,959,4.6,108,0.36,0.252,0,0,0,100.56,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,5,30,5,25.13,959,5,109,0.36,0.251,0,8,9,86.85,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,6,30,3,21.59,960,5.2,109,0.36,0.251,85,111,135,73.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,7,30,0,16.7,960,5.8,111,0.36,0.251,248,210,331,60.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,8,30,0,12.72,960,7,116,0.36,0.253,402,275,540,48.73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,9,30,5,9.71,960,7.3,118,0.36,0.254,549,351,782,38.32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,10,30,0,8.08,959,6.8,116,0.36,0.255,591,366,871,31.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,11,30,0,7.3,958,6.4,115,0.36,0.256,605,363,884,30.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,12,30,0,6.93,958,6,115,0.36,0.256,559,304,758,35.81,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,13,30,0,6.88,958,5.7,116,0.36,0.256,521,251,617,45.44,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,14,30,0,7.22,958,5,119,0.36,0.256,443,253,493,57.14,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,15,30,5,8.59,958,3.6,122,0.36,0.257,272,175,269,69.85,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,16,30,5,10.79,958,2.9,123,0.36,0.258,35,52,57,83,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,17,30,0,11.97,958,3.2,120,0.36,0.259,0,0,0,96.56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,18,30,0,12.76,959,3.7,117,0.36,0.259,0,0,0,110.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,19,30,0,13.61,959,4.2,113,0.36,0.258,0,0,0,123.36,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,20,30,0,14.89,959,4.3,112,0.36,0.257,0,0,0,136.19,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,21,30,0,16.79,958,3.7,113,0.36,0.256,0,0,0,147.82,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,22,30,0,19,958,2.9,114,0.36,0.254,0,0,0,156.25,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,10,23,30,0,20.49,958,2.5,114,0.36,0.253,0,0,0,157.52,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,0,30,0,23.27,958,1.8,105,0.36,0.251,0,0,0,150.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,1,30,0,25.12,958,1.7,94,0.36,0.249,0,0,0,139.64,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,2,30,0,26.75,958,1.9,86,0.36,0.248,0,0,0,127.04,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,3,30,0,28.48,959,2,86,0.36,0.247,0,0,0,113.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,4,30,0,28.22,959,2.5,89,0.36,0.246,0,0,0,100.33,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,5,30,3,25.32,959,3.5,91,0.36,0.247,0,8,8,86.63,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,6,30,0,22,960,4,92,0.36,0.249,0,15,15,73.46,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,7,30,0,18.28,960,3.9,99,0.36,0.25,0,143,143,60.54,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,8,30,0,14.02,960,4.6,116,0.36,0.252,9,205,210,48.43,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,9,30,0,10.36,959,5,129,0.36,0.252,67,369,422,37.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,10,30,0,8.5,958,4.9,133,0.36,0.252,239,437,642,30.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,11,30,0,7.54,957,5.1,132,0.36,0.251,537,350,815,29.99,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,12,30,0,6.99,956,5.3,129,0.36,0.251,12,238,248,35.51,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,13,30,0,6.68,955,5.3,126,0.36,0.25,49,308,343,45.22,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,14,30,0,6.62,954,4.9,123,0.36,0.25,0,37,37,56.97,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,15,30,0,7.59,954,3.5,121,0.36,0.25,24,130,138,69.71,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,16,30,3,9.68,954,2.3,124,0.36,0.25,0,17,17,82.88,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,17,30,0,10.61,954,2.3,129,0.36,0.249,0,0,0,96.45,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,18,30,0,11.02,954,2.5,128,0.36,0.249,0,0,0,109.93,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,19,30,0,11.77,955,2.7,126,0.36,0.248,0,0,0,123.23,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,20,30,0,12.75,954,2.8,126,0.36,0.247,0,0,0,136.03,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,21,30,0,13.72,954,2.9,123,0.36,0.246,0,0,0,147.58,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,22,30,0,14.78,953,3.1,121,0.36,0.246,0,0,0,155.91,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,11,23,30,0,15.7,953,3.1,120,0.36,0.245,0,0,0,157.12,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,0,30,0,17.26,951,3,119,0.36,0.246,0,0,0,150.31,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,1,30,0,18.19,951,2.8,119,0.36,0.245,0,0,0,139.35,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,2,30,0,19.09,950,2.6,121,0.36,0.245,0,0,0,126.78,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,3,30,0,19.99,951,2.4,129,0.36,0.244,0,0,0,113.57,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,4,30,0,19.87,951,2.3,141,0.36,0.243,0,0,0,100.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,5,30,0,17.36,951,3,150,0.36,0.242,0,5,5,86.41,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,6,30,0,13.77,952,3.2,147,0.36,0.242,84,160,184,73.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,7,30,0,11.15,952,2.6,156,0.36,0.242,228,294,407,60.28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,8,30,0,9.76,952,2.5,201,0.36,0.241,331,388,609,48.13,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,9,30,0,10.28,952,2.9,254,0.36,0.241,394,448,760,37.62,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,10,30,0,10.73,951,3.1,294,0.36,0.241,425,479,845,30.58,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,11,30,0,10.64,951,3.5,323,0.36,0.241,429,482,855,29.61,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,12,30,0,10.48,951,4.3,341,0.36,0.242,413,454,792,35.22,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,13,30,1,10.59,951,5.3,351,0.36,0.243,377,398,665,45,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,14,30,1,11.15,951,6.3,179,0.36,0.244,305,312,479,56.81,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,15,30,0,13.74,952,6.7,2,0.36,0.245,169,198,257,69.58,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,16,30,0,21.42,954,6.6,1,0.36,0.245,9,44,45,82.77,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,17,30,0,33.73,955,6.7,1,0.36,0.245,0,0,0,96.34,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,18,30,0,44.99,956,6.8,5,0.36,0.245,0,0,0,109.81,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,19,30,0,52.09,957,6.4,10,0.36,0.244,0,0,0,123.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,20,30,0,56.55,958,5.7,12,0.36,0.244,0,0,0,135.86,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,21,30,0,58.61,958,5,13,0.36,0.244,0,0,0,147.34,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,22,30,0,58.63,958,4.7,14,0.36,0.245,0,0,0,155.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,12,23,30,0,55.85,958,4.7,14,0.36,0.245,0,0,0,156.72,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,0,30,0,57.85,959,5,16,0.36,0.246,0,0,0,149.96,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,1,30,0,59.67,959,4.7,16,0.36,0.247,0,0,0,139.06,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,2,30,0,62.78,959,4.2,16,0.36,0.247,0,0,0,126.53,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,3,30,0,67.18,960,3.5,15,0.36,0.247,0,0,0,113.33,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,4,30,0,69.73,960,3.2,14,0.36,0.247,0,0,0,99.87,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,5,30,0,65.12,961,4.1,15,0.36,0.247,110,31,39,86.18,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,6,30,0,52.82,962,5.3,18,0.36,0.248,622,90,272,72.97,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,7,30,0,37.01,962,5.6,18,0.36,0.248,824,116,528,60.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,8,30,0,25.53,962,5.4,16,0.36,0.248,917,132,748,47.82,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,9,30,0,17.97,962,5.2,12,0.36,0.248,965,143,911,37.27,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,10,30,0,13.86,961,5,8,0.36,0.248,988,148,1002,30.18,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,11,30,0,11.6,960,4.9,4,0.36,0.248,992,147,1013,29.23,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,12,30,0,10.46,959,4.7,1,0.36,0.248,981,140,944,34.93,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,13,30,0,10.06,959,4.5,0,0.36,0.248,947,128,801,44.78,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,14,30,0,10.29,959,4.2,2,0.36,0.249,881,111,595,56.64,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,15,30,0,11.8,959,3.1,4,0.36,0.249,744,87,348,69.44,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,16,30,0,15.23,959,1.9,6,0.36,0.249,403,46,97,82.65,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,17,30,0,17.76,959,1.8,9,0.36,0.249,0,0,0,96.23,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,18,30,0,19.36,960,1.9,13,0.36,0.249,0,0,0,109.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,19,30,0,20.94,960,1.9,18,0.36,0.248,0,0,0,122.97,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,20,30,0,22.61,960,1.9,26,0.36,0.247,0,0,0,135.69,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,21,30,0,24.71,960,2,37,0.36,0.247,0,0,0,147.11,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,22,30,0,27.49,959,2,48,0.36,0.246,0,0,0,155.23,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,13,23,30,0,30.25,959,2.1,54,0.36,0.246,0,0,0,156.32,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,0,30,0,34.75,959,2.1,69,0.36,0.245,0,0,0,149.61,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,1,30,0,38.32,959,2,79,0.36,0.246,0,0,0,138.77,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,2,30,0,41.31,959,1.9,91,0.36,0.246,0,0,0,126.27,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,3,30,0,43.74,959,1.9,104,0.36,0.246,0,0,0,113.09,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,4,30,0,43.98,959,2,116,0.36,0.247,0,0,0,99.64,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,5,30,0,38.5,960,3,127,0.36,0.247,225,29,45,85.95,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,6,30,0,30.98,960,3.6,131,0.36,0.248,687,77,281,72.72,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,7,30,0,24.02,960,2.9,113,0.36,0.248,856,102,533,59.74,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,8,30,0,18.36,960,2.3,73,0.36,0.249,939,117,752,47.52,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,9,30,0,15.47,959,2.3,41,0.36,0.249,984,126,913,36.92,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,10,30,0,13.51,959,2.4,23,0.36,0.249,1006,130,1003,29.79,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,11,30,0,12.09,958,2.6,11,0.36,0.25,1010,129,1014,28.86,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,12,30,0,11.18,957,2.8,4,0.36,0.25,995,126,944,34.64,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,13,30,0,10.81,957,3,1,0.36,0.251,959,117,801,44.57,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,14,30,0,10.89,956,3,1,0.36,0.251,893,103,596,56.48,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,15,30,0,12.58,956,2.2,1,0.36,0.253,762,81,350,69.31,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,16,30,0,16.17,957,1.5,1,0.36,0.254,434,43,99,82.54,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,17,30,0,18.12,957,1.5,1,0.36,0.255,0,0,0,96.12,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,18,30,0,19.03,958,1.5,180,0.36,0.256,0,0,0,109.58,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,19,30,0,19.63,958,1.5,357,0.36,0.257,0,0,0,122.83,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,20,30,0,19.93,958,1.4,351,0.36,0.257,0,0,0,135.52,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,21,30,0,20.14,958,1.3,344,0.36,0.257,0,0,0,146.86,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,22,30,0,20.81,958,1.4,340,0.36,0.257,0,0,0,154.88,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,14,23,30,0,21.2,958,1.4,338,0.36,0.257,0,0,0,155.92,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,0,30,0,24.53,958,1.6,350,0.36,0.258,0,0,0,149.26,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,1,30,0,27,958,1.8,183,0.36,0.259,0,0,0,138.47,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,2,30,0,29.68,958,2.1,18,0.36,0.259,0,0,0,126.01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,3,30,0,33.46,959,2.2,33,0.36,0.26,0,0,0,112.85,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,4,30,0,39.06,959,2.4,43,0.36,0.26,0,0,0,99.41,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,5,30,0,42.64,960,3.1,49,0.36,0.261,173,31,44,85.73,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,6,30,0,42.84,961,3.7,53,0.36,0.262,613,87,272,72.48,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,7,30,0,41.57,961,3.4,56,0.36,0.264,791,118,520,59.48,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,8,30,0,33.27,960,2.6,46,0.36,0.266,880,137,735,47.22,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,9,30,0,23.85,960,2.2,198,0.36,0.269,931,148,895,36.57,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,10,30,0,18.06,959,2.6,350,0.36,0.271,955,152,984,29.39,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,11,30,0,15.41,958,3.4,339,0.36,0.273,957,153,994,28.48,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,12,30,0,14.76,958,4.2,338,0.36,0.275,937,150,924,34.35,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,13,30,0,15.06,958,4.6,341,0.36,0.277,891,143,780,44.36,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,14,30,0,16.05,957,4.7,345,0.36,0.277,807,128,575,56.32,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,15,30,0,18.89,958,3.6,351,0.36,0.277,647,102,331,69.19,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,16,30,0,24.1,958,2.4,180,0.36,0.278,290,52,90,82.42,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,17,30,0,28.88,959,2.1,8,0.36,0.278,0,0,0,96.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,18,30,0,31.88,959,2.1,15,0.36,0.277,0,0,0,109.47,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,19,30,0,34.61,960,2,21,0.36,0.276,0,0,0,122.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,20,30,0,36.87,960,2,27,0.36,0.275,0,0,0,135.35,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,21,30,0,38.54,960,2.1,34,0.36,0.273,0,0,0,146.62,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,22,30,0,38.94,960,2.3,42,0.36,0.272,0,0,0,154.53,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,15,23,30,0,38.1,960,2.3,47,0.36,0.272,0,0,0,155.52,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,0,30,0,39.63,960,2.5,61,0.36,0.271,0,0,0,148.91,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,1,30,0,41.17,960,2.5,68,0.36,0.27,0,0,0,138.18,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,2,30,0,43.97,960,2.4,75,0.36,0.271,0,0,0,125.75,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,3,30,0,47.83,961,2.3,82,0.36,0.271,0,0,0,112.61,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,4,30,0,49.09,961,2.4,90,0.36,0.272,0,0,0,99.17,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,5,30,0,44.9,962,3.2,98,0.36,0.273,218,32,49,85.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,6,30,0,37.09,962,3.8,99,0.36,0.274,653,81,280,72.23,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,7,30,0,30.63,962,3.7,89,0.36,0.274,818,110,528,59.21,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,8,30,0,23.91,962,3.2,73,0.36,0.275,898,129,743,46.92,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,9,30,0,20.07,962,2.6,53,0.36,0.276,943,141,902,36.21,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,10,30,0,17.79,961,2.4,31,0.36,0.278,966,145,990,28.99,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,11,30,0,16.57,960,2.6,16,0.36,0.281,964,144,995,28.11,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,12,30,0,16.06,959,2.9,9,0.36,0.282,950,139,926,34.06,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,13,30,0,16.26,959,3.3,7,0.36,0.284,914,128,784,44.16,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,14,30,0,17.23,959,3.5,8,0.36,0.285,843,112,581,56.17,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,15,30,0,20.41,959,2.8,11,0.36,0.286,701,88,339,69.06,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,16,30,0,26.56,959,2,13,0.36,0.288,360,47,95,82.31,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,17,30,0,32.22,960,2,15,0.36,0.289,0,0,0,95.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,18,30,0,36.4,960,2,17,0.36,0.289,0,0,0,109.35,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,19,30,0,40.24,961,2,21,0.36,0.29,0,0,0,122.56,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,20,30,0,43.71,961,2.1,29,0.36,0.289,0,0,0,135.17,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,16,21,30,0,46.57,960,2.2,42,0.36,0.288,0,0,0,146.37,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
