Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,854620,-,-,-,25.81,15.42,0,535,2,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Fill Flag,Relative Humidity,Pressure,Wind Speed,Wind Direction,Surface Albedo,Ozone,DNI,DHI,GHI,Solar Zenith Angle,Precipitable Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,0,30,0,71.15,960,1.3,331,0.36,0.272,0,0,0,159.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,1,30,0,74.63,960,1.3,325,0.36,0.273,0,0,0,146.21,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,2,30,0,79.39,960,1.3,323,0.36,0.273,0,0,0,132.78,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,3,30,0,83.76,960,1.4,324,0.36,0.273,0,0,0,119.52,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,4,30,0,87.01,960,1.4,326,0.36,0.273,0,0,0,106.51,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,5,30,0,82.87,961,1.6,329,0.36,0.273,0,0,0,93.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,6,30,0,70.95,962,2.2,329,0.36,0.273,503,43,115,81.77,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,7,30,0,58.4,962,2.5,328,0.36,0.273,772,71,326,70.72,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,8,30,0,46.19,962,3.3,331,0.36,0.272,885,87,515,61.06,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,9,30,0,39.76,962,4.3,328,0.36,0.271,931,98,650,53.61,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,10,30,0,37.1,961,4.8,320,0.36,0.27,950,104,723,49.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,11,30,0,35.36,960,5.1,315,0.36,0.27,946,107,724,49.27,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,12,30,0,34.62,960,5.4,314,0.36,0.27,915,105,653,53.26,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,13,30,0,34.74,960,5.4,315,0.36,0.269,849,99,516,60.55,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,14,30,0,37.07,960,4.5,317,0.36,0.269,718,84,328,70.11,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,15,30,0,43.83,961,3.1,319,0.36,0.268,431,53,120,81.09,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,16,30,0,51.17,962,2.4,320,0.36,0.267,0,0,0,93.17,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,17,30,0,55.15,962,2.4,318,0.36,0.267,0,0,0,105.75,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,18,30,0,58.58,962,2.3,313,0.36,0.265,0,0,0,118.74,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,19,30,0,61.77,962,2.3,306,0.36,0.264,0,0,0,131.99,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,20,30,0,64.64,962,2.4,303,0.36,0.263,0,0,0,145.41,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,21,30,0,67.46,962,2.6,306,0.36,0.261,0,0,0,158.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,22,30,0,69.89,962,2.7,313,0.36,0.261,0,0,0,172.19,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,23,30,0,69.96,962,2.7,317,0.36,0.261,0,0,0,173.01,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,0,30,0,71.61,962,2.7,328,0.37,0.261,0,0,0,159.79,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,1,30,0,72.39,962,2.5,335,0.37,0.262,0,0,0,146.29,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,2,30,0,73.26,962,2.3,339,0.37,0.263,0,0,0,132.87,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,3,30,0,75.73,962,2.1,339,0.37,0.264,0,0,0,119.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,4,30,0,80.69,963,1.8,335,0.37,0.264,0,0,0,106.58,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,5,30,0,82.17,963,2,329,0.37,0.265,0,0,0,93.96,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,6,30,0,74.77,963,2.7,322,0.37,0.265,467,48,114,81.82,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,7,30,0,64.24,964,3.7,331,0.37,0.265,758,78,328,70.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,8,30,0,54.73,963,4.3,343,0.37,0.266,874,97,520,61.06,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,9,30,0,45.57,963,4.3,343,0.37,0.267,928,109,660,53.58,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,10,30,0,39.8,962,4.1,339,0.37,0.266,951,115,735,49.33,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,11,30,0,35.87,961,3.9,335,0.37,0.265,946,115,733,49.17,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,12,30,0,33.88,960,3.7,330,0.37,0.264,925,109,664,53.13,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,13,30,0,33.32,960,3.4,328,0.37,0.264,872,97,528,60.41,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,14,30,0,35.62,961,2.5,328,0.37,0.263,762,79,340,69.97,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,15,30,0,42.26,961,1.5,331,0.37,0.262,506,49,129,80.96,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,16,30,0,48.44,961,1.3,333,0.37,0.262,0,0,0,93.03,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,17,30,0,49.78,961,1.2,332,0.37,0.261,0,0,0,105.62,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,18,30,0,50.31,961,1,327,0.37,0.261,0,0,0,118.61,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,19,30,1,51.03,961,0.8,313,0.37,0.26,0,0,0,131.87,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,20,30,0,51.95,960,0.7,288,0.37,0.259,0,0,0,145.29,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,21,30,1,53.67,960,0.7,262,0.37,0.258,0,0,0,158.78,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,22,30,0,56.21,960,0.9,248,0.37,0.257,0,0,0,172.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,23,30,0,57.7,960,1,244,0.37,0.257,0,0,0,173.07,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,0,30,0,62.34,960,1.2,253,0.37,0.256,0,0,0,159.87,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,1,30,0,65.75,959,1.2,262,0.37,0.255,0,0,0,146.38,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,2,30,0,68.74,959,1.2,265,0.37,0.254,0,0,0,132.95,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,3,30,0,72.01,959,1.2,260,0.37,0.253,0,0,0,119.67,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,4,30,0,75.71,959,1.2,250,0.37,0.253,0,0,0,106.65,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,5,30,0,75.43,960,1.1,239,0.37,0.254,0,0,0,94.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,6,30,0,66.26,960,1.6,229,0.37,0.254,507,43,115,81.86,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,7,30,0,53.79,960,1.9,224,0.37,0.254,781,71,328,70.77,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,8,30,0,44.73,960,1.1,241,0.37,0.253,896,86,520,61.06,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,9,30,0,40.34,960,0.7,276,0.37,0.253,953,95,661,53.54,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,10,30,0,36.99,959,0.7,296,0.37,0.252,978,98,737,49.26,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,11,30,0,34.26,958,0.8,307,0.37,0.251,981,98,741,49.06,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,12,30,0,32.71,958,1,317,0.37,0.251,962,93,672,53,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,13,30,0,32.11,958,1.2,328,0.37,0.25,907,84,533,60.27,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,14,30,0,33.84,958,1.1,341,0.37,0.249,803,69,346,69.82,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,15,30,0,38.97,958,1,175,0.37,0.249,558,45,134,80.82,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,16,30,0,44.12,958,1.2,5,0.37,0.249,0,0,0,92.89,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,17,30,0,47.27,958,1.3,11,0.37,0.249,0,0,0,105.49,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,18,30,0,49.99,959,1.3,14,0.37,0.249,0,0,0,118.48,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,19,30,0,52,959,1.3,15,0.37,0.248,0,0,0,131.74,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,20,30,0,53.23,958,1.2,13,0.37,0.248,0,0,0,145.16,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,21,30,0,54.5,958,1.1,11,0.37,0.248,0,0,0,158.65,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,22,30,0,56.56,958,1.1,9,0.37,0.249,0,0,0,171.92,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,23,30,0,57.47,958,1.1,9,0.37,0.249,0,0,0,173.12,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,0,30,0,61.63,957,1.2,10,0.37,0.251,0,0,0,159.95,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,1,30,0,65.68,957,1.3,10,0.37,0.253,0,0,0,146.46,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,2,30,0,70.45,957,1.3,10,0.37,0.255,0,0,0,133.02,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,3,30,0,75.55,958,1.4,12,0.37,0.258,0,0,0,119.74,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,4,30,0,79.89,959,1.4,15,0.37,0.26,0,0,0,106.71,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,5,30,0,77.09,959,1.5,19,0.37,0.261,0,0,0,94.07,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,6,30,0,67.67,960,2.3,24,0.37,0.26,491,43,112,81.89,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,7,30,0,57.36,960,2.9,30,0.37,0.259,739,76,319,70.79,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,8,30,0,49.35,961,3.4,37,0.37,0.258,840,100,506,61.05,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,9,30,0,43.46,960,3.6,36,0.37,0.258,885,117,644,53.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,10,30,0,38.84,959,3.4,25,0.37,0.258,902,128,718,49.18,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,11,30,0,36.13,959,3.3,14,0.37,0.257,899,130,721,48.95,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,12,30,0,34.63,958,3.4,184,0.37,0.257,871,126,652,52.87,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,13,30,0,34.73,959,3.5,357,0.37,0.258,807,115,517,60.13,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,14,30,0,37.81,959,2.9,353,0.37,0.257,680,95,331,69.68,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,15,30,0,45.8,959,2.2,352,0.37,0.256,394,59,123,80.67,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,16,30,0,54.02,960,2.2,351,0.37,0.255,0,0,0,92.75,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,17,30,0,57.93,961,2.5,352,0.37,0.255,0,0,0,105.35,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,18,30,0,61.3,961,2.6,355,0.37,0.254,0,0,0,118.35,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,19,30,0,64.54,961,2.7,181,0.37,0.254,0,0,0,131.61,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,20,30,0,68.09,961,2.6,8,0.37,0.254,0,0,0,145.03,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,21,30,0,71.04,961,2.4,18,0.37,0.254,0,0,0,158.53,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,22,30,1,73.18,961,2.1,28,0.37,0.255,0,0,0,171.78,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,23,30,0,73.34,961,2,33,0.37,0.255,0,0,0,173.17,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,0,30,0,76.47,961,1.9,48,0.37,0.254,0,0,0,160.03,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,1,30,0,77.82,961,1.8,53,0.37,0.254,0,0,0,146.54,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,2,30,0,80.59,961,1.6,56,0.37,0.255,0,0,0,133.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,3,30,0,83.4,962,1.4,55,0.37,0.254,0,0,0,119.81,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,4,30,0,85.04,962,1.3,52,0.37,0.253,0,0,0,106.77,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,5,30,0,80.16,963,1.5,51,0.37,0.253,0,0,0,94.11,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,6,30,0,68.79,963,2,52,0.37,0.255,446,46,109,81.92,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,7,30,0,55.71,964,2.1,52,0.37,0.257,736,77,319,70.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,8,30,0,43.51,964,2.1,31,0.37,0.258,867,94,514,61.04,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,9,30,0,35.93,963,2.7,180,0.37,0.258,216,281,410,53.45,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,10,30,0,32.66,962,3.4,345,0.37,0.258,427,275,554,49.09,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,11,30,0,30.34,962,3.9,340,0.37,0.258,973,103,743,48.83,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,12,30,0,28.79,961,4.2,339,0.37,0.258,953,98,675,52.73,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,13,30,0,28.12,961,4.3,339,0.37,0.257,903,89,540,59.98,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,14,30,1,29.47,961,3.5,341,0.37,0.256,795,74,352,69.53,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,15,30,0,35.22,962,2.3,345,0.37,0.257,547,48,138,80.53,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,16,30,0,41.31,962,1.9,348,0.37,0.257,0,0,0,92.61,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,17,30,0,44.49,963,1.8,350,0.37,0.257,0,0,0,105.21,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,18,30,0,47.37,963,1.7,349,0.37,0.258,0,0,0,118.21,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,19,30,0,50.08,963,1.6,345,0.37,0.258,0,0,0,131.48,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,20,30,0,52.87,963,1.6,340,0.37,0.258,0,0,0,144.91,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,21,30,0,55.29,962,1.6,337,0.37,0.257,0,0,0,158.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,22,30,0,57.51,962,1.6,340,0.37,0.256,0,0,0,171.64,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,23,30,0,58.83,962,1.6,343,0.37,0.256,0,0,0,173.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,0,30,0,64.3,963,1.7,180,0.36,0.256,0,0,0,160.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,1,30,0,69.01,963,1.8,15,0.36,0.257,0,0,0,146.62,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,2,30,0,74.24,963,1.7,29,0.36,0.257,0,0,0,133.17,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,3,30,0,79.59,963,1.5,38,0.36,0.258,0,0,0,119.87,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,4,30,0,84.18,964,1.3,48,0.36,0.258,0,0,0,106.83,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,5,30,0,81.59,964,1.2,67,0.36,0.257,0,0,0,94.15,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,6,30,0,71.61,965,1.3,93,0.36,0.257,384,50,104,81.95,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,7,30,0,58.57,965,1.3,68,0.36,0.257,688,86,313,70.81,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,8,30,0,47.3,965,1.8,184,0.36,0.257,830,105,507,61.01,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,9,30,0,40.03,964,2.7,336,0.36,0.257,898,115,650,53.39,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,10,30,0,35.98,963,3.2,330,0.36,0.257,931,118,728,48.99,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,11,30,0,33.37,963,3.6,327,0.36,0.257,938,115,735,48.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,12,30,0,31.58,963,3.8,327,0.36,0.256,923,107,668,52.58,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,13,30,0,30.75,963,3.8,330,0.36,0.256,884,95,539,59.82,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,14,30,0,32.41,963,2.9,335,0.36,0.257,782,77,353,69.37,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,15,30,0,38.23,963,1.8,342,0.36,0.257,542,49,140,80.38,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,16,30,0,44.14,963,1.5,348,0.36,0.258,0,0,0,92.47,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,17,30,0,46.31,963,1.5,351,0.36,0.259,0,0,0,105.07,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,18,30,0,47.21,963,1.4,352,0.36,0.26,0,0,0,118.08,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,19,30,0,47.88,963,1.4,352,0.36,0.261,0,0,0,131.35,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,20,30,0,48.32,963,1.4,350,0.36,0.263,0,0,0,144.78,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,21,30,0,48.54,962,1.3,343,0.36,0.264,0,0,0,158.27,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,22,30,0,49.02,962,1.3,333,0.36,0.265,0,0,0,171.49,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,23,30,0,49.01,962,1.2,328,0.36,0.265,0,0,0,173.23,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,0,30,0,51.64,962,1.3,312,0.36,0.264,0,0,0,160.17,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,1,30,0,53.82,962,1.3,305,0.36,0.264,0,0,0,146.69,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,2,30,0,56.54,961,1.3,301,0.36,0.263,0,0,0,133.24,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,3,30,0,59.56,961,1.3,301,0.36,0.262,0,0,0,119.93,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,4,30,0,62.8,962,1.3,306,0.36,0.261,0,0,0,106.88,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,5,30,0,61,962,1.3,309,0.36,0.26,0,0,0,94.19,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,6,30,0,52.5,963,1.7,307,0.36,0.259,582,37,119,81.97,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,7,30,0,43.33,963,1.8,300,0.36,0.259,838,60,336,70.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,8,30,0,33.77,963,1.5,307,0.36,0.259,943,73,530,60.98,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,9,30,0,26.7,962,1.5,321,0.36,0.258,994,80,674,53.33,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,10,30,0,24.05,962,1.7,321,0.36,0.257,1016,84,752,48.89,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,11,30,0,22.51,961,2,318,0.36,0.257,1017,85,758,48.56,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,12,30,0,21.53,960,2.3,318,0.36,0.257,998,82,691,52.42,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,13,30,0,21.38,960,2.6,321,0.36,0.257,953,75,556,59.66,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,14,30,1,23.31,960,2,324,0.36,0.259,861,62,368,69.22,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,15,30,0,28.65,960,1.4,330,0.36,0.261,649,41,151,80.23,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,16,30,0,31.85,961,1.4,336,0.36,0.264,0,0,0,92.32,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,17,30,0,34.05,961,1.5,342,0.36,0.266,0,0,0,104.93,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,18,30,0,35.83,962,1.5,346,0.36,0.267,0,0,0,117.95,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,19,30,0,37.94,962,1.5,346,0.36,0.267,0,0,0,131.22,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,20,30,0,40.17,962,1.5,346,0.36,0.268,0,0,0,144.65,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,21,30,0,42.47,961,1.5,346,0.36,0.267,0,0,0,158.14,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,22,30,0,44.59,961,1.5,345,0.36,0.265,0,0,0,171.35,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,23,30,0,46.12,961,1.5,346,0.36,0.264,0,0,0,173.25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,8,0,30,0,49.77,961,1.5,348,0.36,0.261,0,0,0,160.24,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,8,1,30,0,52.55,961,1.5,353,0.36,0.26,0,0,0,146.75,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,8,2,30,0,55.09,961,1.4,180,0.36,0.26,0,0,0,133.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,8,3,30,0,57.33,961,1.4,13,0.36,0.26,0,0,0,119.99,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,8,4,30,0,59.21,961,1.4,32,0.36,0.261,0,0,0,106.92,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,8,5,30,0,56.05,962,1.3,51,0.36,0.26,0,0,0,94.22,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,8,6,30,0,47.3,962,1.8,67,0.36,0.259,545,39,115,81.99,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
